repositoryId,isTop,label,unit,valueString,valueType,compareOptions
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,False,training_error,%,8.681,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,False,mean_error,%,7.211,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,False,training_loss,,9.684,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,False,training_loss,,6.004,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,False,hparms/beta,,3.516,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,True,test_accuracy,%,5.779,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,False,hparams/alpha,,2.127,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2NjM5ODQzMg==,False,training_loss,,6.567,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,hparams/dropout,%,9.291,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,hparams/alpha,,8.295,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,test_accuracy,%,2.674,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,mean_squared_error,%,1.804,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,hparams/dropout,%,7.027,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,hparams/dropout,%,3.090,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,hparams/dropout,%,3.510,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,test_error,%,1.814,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,test_error,%,1.433,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4MTk4MjQzMQ==,False,f1_score,,6.573,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjc3MjI0MQ==,False,test_accuracy,%,3.762,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjc3MjI0MQ==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMjc3MjI0MQ==,True,training_loss,,3.409,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjc3MjI0MQ==,True,mean_error,%,3.701,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzQyMjc0OQ==,False,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NzQyMjc0OQ==,False,test_loss,,0.498,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Mjk1NDQ=,False,hparms/beta,,6.782,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Mjk1NDQ=,False,hparms/beta,,5.931,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Mjk1NDQ=,False,test_error,%,5.269,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Mjk1NDQ=,False,hparms/beta,,3.084,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Mjk1NDQ=,False,hparams/lr,,2.205,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Mjk1NDQ=,False,mean_error,%,9.844,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Mjk1NDQ=,True,hparams/alpha,,0.548,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Mjk1NDQ=,False,training_loss,,2.044,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NjI4NDkwMA==,False,hparams/batch_size,,6.680,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NjI4NDkwMA==,False,training_loss,,3.542,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NjI4NDkwMA==,False,mean_error,%,3.971,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NjI4NDkwMA==,True,hparms/beta,,7.420,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NjI4NDkwMA==,True,training_loss,,4.362,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NjI4NDkwMA==,True,mean_error,%,4.598,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NjI4NDkwMA==,False,hparams/lr,,0.779,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NjI4NDkwMA==,False,mean_squared_error,%,3.131,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA5MzgyOTE=,True,hparms/beta,,9.476,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA5MzgyOTE=,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxMjA5MzgyOTE=,True,test_loss,,8.320,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1ODk3NjE1Ng==,False,hparms/beta,,0.764,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1ODk3NjE1Ng==,True,hparms/beta,,6.332,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1ODk3NjE1Ng==,False,training_loss,,5.306,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1ODk3NjE1Ng==,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk1ODk3NjE1Ng==,False,test_accuracy,%,9.059,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1ODk3NjE1Ng==,False,hparams/lr,,3.494,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1ODk3NjE1Ng==,False,test_accuracy,%,7.274,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNjAyMDQ1,False,hparams/lr,,0.754,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNjAyMDQ1,True,test_loss,,9.513,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNjAyMDQ1,True,test_loss,,6.279,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNjAyMDQ1,True,test_accuracy,%,4.640,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,hparams/dropout,%,4.519,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,test_error,%,0.569,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,test_loss,,8.317,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,training_loss,,0.767,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,hparms/beta,,8.643,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,hparams/batch_size,,8.553,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,hparams/batch_size,,6.150,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,f1_score,,5.071,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,mean_error,%,4.627,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjU5MzEwMjg=,False,hparams/batch_size,,5.543,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,True,mean_squared_error,%,5.241,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,test_loss,,6.098,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,test_error,%,3.639,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,True,mean_error,%,9.179,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,hparms/beta,,4.088,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,hparams/dropout,%,3.384,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,True,hparams/dropout,%,5.979,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,training_loss,,0.659,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,test_error,%,0.945,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,True,f1_score,,6.784,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NzU2OTc0NA==,False,training_error,%,2.841,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,hparams/batch_size,,9.471,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,test_error,%,9.972,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,True,test_error,%,9.124,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,training_loss,,0.935,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,training_error,%,6.705,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,training_loss,,5.085,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,mean_squared_error,%,0.182,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,test_error,%,3.089,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,hparams/batch_size,,9.512,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,training_loss,,3.417,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzOTE2NjM1OQ==,False,training_error,%,7.662,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NTQzNDAyOA==,True,test_loss,,5.398,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NTQzNDAyOA==,True,hparams/batch_size,,7.386,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NTQzNDAyOA==,False,test_accuracy,%,5.265,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NTQzNDAyOA==,True,mean_error,%,6.619,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NTcyODgwOQ==,False,training_error,%,6.106,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NTcyODgwOQ==,False,f1_score,,7.524,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NTcyODgwOQ==,False,hparams/alpha,,7.838,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NTcyODgwOQ==,True,training_error,%,2.340,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NTcyODgwOQ==,True,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxMDIxNDEyODU=,True,hparams/alpha,,5.275,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDIxNDEyODU=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxMDIxNDEyODU=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxMDIxNDEyODU=,True,hparms/beta,,8.013,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDIxNDEyODU=,False,hparams/batch_size,,1.384,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDIxNDEyODU=,True,hparams/alpha,,2.500,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMzUyMjYxMzQ=,False,hparams/batch_size,,9.053,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMzUyMjYxMzQ=,False,test_accuracy,%,1.473,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMzUyMjYxMzQ=,True,hparams/batch_size,,4.375,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,hparms/beta,,1.376,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,hparams/alpha,,2.869,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,hparams/alpha,,8.298,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,hparams/alpha,,6.961,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,training_loss,,1.388,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,True,hparams/lr,,7.055,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,hparams/batch_size,,4.486,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,training_loss,,0.053,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,training_error,%,0.792,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDcxOTAwMw==,False,hparams/alpha,,2.559,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,training_loss,,1.436,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,hparams/batch_size,,4.292,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,hparams/batch_size,,6.148,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,f1_score,,2.406,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,hparms/beta,,4.166,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,test_accuracy,%,6.644,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,hparms/beta,,0.856,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,training_loss,,9.747,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,mean_squared_error,%,9.534,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,f1_score,,5.441,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,mean_error,%,7.864,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUwNzQ1OQ==,False,hparams/lr,,5.076,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,True,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,f1_score,,0.443,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,True,hparams/alpha,,5.460,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,hparams/alpha,,8.135,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,test_accuracy,%,1.751,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,hparams/alpha,,7.791,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,training_loss,,4.646,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,hparams/lr,,6.954,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,test_error,%,6.317,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,True,training_loss,,8.115,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,mean_squared_error,%,0.631,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MDY2MDM2OQ==,False,test_accuracy,%,7.762,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNjgxNzcxOQ==,True,hparams/batch_size,,3.101,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,hparams/lr,,4.975,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,test_accuracy,%,9.243,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,True,test_loss,,5.193,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,hparams/alpha,,8.011,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,test_accuracy,%,7.271,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,hparams/dropout,%,0.789,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,True,hparams/batch_size,,6.025,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,training_loss,,8.223,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,hparams/alpha,,5.455,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,test_accuracy,%,1.026,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,hparams/alpha,,6.609,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNTM4NjAzMDQ=,False,mean_error,%,4.459,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,test_error,%,8.487,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,hparms/beta,,6.781,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,test_error,%,4.382,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,test_accuracy,%,1.262,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,True,f1_score,,2.360,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,training_error,%,6.452,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,hparms/beta,,3.622,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,mean_error,%,9.495,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,True,test_accuracy,%,0.324,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,test_loss,,1.534,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTczNzk2Mzg=,False,f1_score,,4.499,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjkyODg1MA==,True,mean_error,%,1.134,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjkyODg1MA==,False,hparams/alpha,,7.357,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjkyODg1MA==,True,test_error,%,4.990,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMjkyODg1MA==,True,hparams/lr,,3.870,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,False,training_error,%,9.676,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,False,hparams/lr,,6.678,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,False,test_loss,,7.095,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,False,training_loss,,5.500,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,False,test_loss,,2.904,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,False,training_error,%,3.000,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,True,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxODUxMTkyMw==,False,hparams/dropout,%,7.118,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNDk4ODM2MQ==,True,training_loss,,8.037,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
